Well, Type, Sample, Gene, Ct, Quantity, Exclusion
0001, UNKN, 6hrs A3, Aco2, 17.96, , 
0002, UNKN, 6hrs A3, Aco2, 18.26, , 
0003, UNKN, 6hrs A3, Aco2, 18.29, , 
0004, UNKN, 24hrs A4, Aco2, 16.57, , 
0005, UNKN, 24hrs A4, Aco2, 16.80, , 
0006, UNKN, 24hrs A4, Aco2, 16.59, , 
0007, UNKN, 8 Days D4, Aco2, 17.08, , 
0008, UNKN, 8 Days D4, Aco2, 17.04, , 
0009, UNKN, 8 Days D4, Aco2, 17.13, , 
0010, UNKN, 8 Days B1, Aco2, 16.70, , 
0011, UNKN, 8 Days B1, Aco2, 16.66, , 
0012, UNKN, 8 Days B1, Aco2, 16.83, , 
0013, UNKN, 3 Days A1, Aco2, 16.80, , 
0014, UNKN, 3 Days A1, Aco2, 16.82, , 
0015, UNKN, 3 Days A1, Aco2, 16.49, , 
0016, UNKN, 24hrs B2, Aco2, 15.58, , 
0017, UNKN, 24hrs B2, Aco2, 15.72, , 
0018, UNKN, 24hrs B2, Aco2, 15.63, , 
0019, UNKN, 6hrs D2, Aco2, 14.88, , 
0020, UNKN, 6hrs D2, Aco2, 14.92, , 
0021, UNKN, 6hrs D2, Aco2, 14.93, , 
0022, UNKN, Water, Aco2, , , 1
0023, UNKN, Water, Aco2, , , 1
0024, UNKN, Water, Aco2, , , 1
0025, UNKN, 3 Days C3, Aco2, 16.84, , 
0026, UNKN, 3 Days C3, Aco2, 16.63, , 
0027, UNKN, 3 Days C3, Aco2, 16.86, , 
0028, UNKN, 8 Days C2, Aco2, 15.56, , 
0029, UNKN, 8 Days C2, Aco2, 15.58, , 
0030, UNKN, 8 Days C2, Aco2, 15.43, , 
0031, UNKN, 6hrs B4, Aco2, 16.81, , 
0032, UNKN, 6hrs B4, Aco2, 16.69, , 
0033, UNKN, 6hrs B4, Aco2, 16.75, , 
0034, UNKN, 6hrs C2, Aco2, 15.70, , 
0035, UNKN, 6hrs C2, Aco2, 15.75, , 
0036, UNKN, 6hrs C2, Aco2, 15.52, , 
0037, UNKN, 24hrs D1, Aco2, 17.77, , 
0038, UNKN, 24hrs D1, Aco2, 17.99, , 
0039, UNKN, 24hrs D1, Aco2, 17.92, , 
0040, UNKN, 24hrs C1, Aco2, 16.24, , 
0041, UNKN, 24hrs C1, Aco2, 16.25, , 
0042, UNKN, 24hrs C1, Aco2, 16.30, , 
0043, UNKN, 3 Days B4, Aco2, 15.49, , 
0044, UNKN, 3 Days B4, Aco2, 15.74, , 
0045, UNKN, 3 Days B4, Aco2, 15.71, , 
0046, UNKN, 3 Days D2, Aco2, 16.72, , 
0047, UNKN, 3 Days D2, Aco2, 16.63, , 
0048, UNKN, 3 Days D2, Aco2, 17.24, , 
0049, UNKN, 6hrs A3, Bach1, 29.19, , 
0050, UNKN, 6hrs A3, Bach1, 29.71, , 
0051, UNKN, 6hrs A3, Bach1, 28.83, , 
0052, UNKN, 24hrs A4, Bach1, 27.83, , 
0053, UNKN, 24hrs A4, Bach1, 27.97, , 
0054, UNKN, 24hrs A4, Bach1, 28.57, , 
0055, UNKN, 8 Days D4, Bach1, 28.72, , 
0056, UNKN, 8 Days D4, Bach1, 28.33, , 
0057, UNKN, 8 Days D4, Bach1, 28.41, , 
0058, UNKN, 8 Days B1, Bach1, 27.54, , 
0059, UNKN, 8 Days B1, Bach1, 27.91, , 
0060, UNKN, 8 Days B1, Bach1, 27.80, , 
0061, UNKN, 3 Days A1, Bach1, 28.42, , 
0062, UNKN, 3 Days A1, Bach1, 28.82, , 
0063, UNKN, 3 Days A1, Bach1, 28.25, , 
0064, UNKN, 24hrs B2, Bach1, 27.25, , 
0065, UNKN, 24hrs B2, Bach1, 27.41, , 
0066, UNKN, 24hrs B2, Bach1, 26.56, , 
0067, UNKN, 6hrs D2, Bach1, 25.97, , 
0068, UNKN, 6hrs D2, Bach1, 26.82, , 
0069, UNKN, 6hrs D2, Bach1, 26.71, , 
0070, UNKN, Water, Bach1, 37.33, , 
0071, UNKN, Water, Bach1, 31.41, , 
0072, UNKN, Water, Bach1, 24.64, , 
0073, UNKN, 3 Days C3, Bach1, 29.05, , 
0074, UNKN, 3 Days C3, Bach1, 27.88, , 
0075, UNKN, 3 Days C3, Bach1, 27.94, , 
0076, UNKN, 8 Days C2, Bach1, 28.85, , 
0077, UNKN, 8 Days C2, Bach1, 28.47, , 
0078, UNKN, 8 Days C2, Bach1, 28.43, , 
0079, UNKN, 6hrs B4, Bach1, 28.32, , 
0080, UNKN, 6hrs B4, Bach1, 28.27, , 
0081, UNKN, 6hrs B4, Bach1, 28.08, , 
0082, UNKN, 6hrs C2, Bach1, 27.18, , 
0083, UNKN, 6hrs C2, Bach1, 27.12, , 
0084, UNKN, 6hrs C2, Bach1, 27.31, , 
0085, UNKN, 24hrs D1, Bach1, 29.29, , 
0086, UNKN, 24hrs D1, Bach1, 30.76, , 
0087, UNKN, 24hrs D1, Bach1, 29.66, , 
0088, UNKN, 24hrs C1, Bach1, 28.19, , 
0089, UNKN, 24hrs C1, Bach1, 28.40, , 
0090, UNKN, 24hrs C1, Bach1, 28.54, , 
0091, UNKN, 3 Days B4, Bach1, 28.08, , 
0092, UNKN, 3 Days B4, Bach1, 27.47, , 
0093, UNKN, 3 Days B4, Bach1, 28.09, , 
0094, UNKN, 3 Days D2, Bach1, 28.72, , 
0095, UNKN, 3 Days D2, Bach1, 28.50, , 
0096, UNKN, 3 Days D2, Bach1, 29.73, , 
0097, UNKN, 6hrs A3, Bnip3, 17.27, , 
0098, UNKN, 6hrs A3, Bnip3, 17.45, , 
0099, UNKN, 6hrs A3, Bnip3, 17.50, , 
0100, UNKN, 24hrs A4, Bnip3, 15.90, , 
0101, UNKN, 24hrs A4, Bnip3, 15.89, , 
0102, UNKN, 24hrs A4, Bnip3, 15.93, , 
0103, UNKN, 8 Days D4, Bnip3, 16.15, , 
0104, UNKN, 8 Days D4, Bnip3, 16.03, , 
0105, UNKN, 8 Days D4, Bnip3, 16.16, , 
0106, UNKN, 8 Days B1, Bnip3, 16.17, , 
0107, UNKN, 8 Days B1, Bnip3, 16.09, , 
0108, UNKN, 8 Days B1, Bnip3, 16.16, , 
0109, UNKN, 3 Days A1, Bnip3, 15.38, , 
0110, UNKN, 3 Days A1, Bnip3, 15.37, , 
0111, UNKN, 3 Days A1, Bnip3, 15.47, , 
0112, UNKN, 24hrs B2, Bnip3, 14.53, , 
0113, UNKN, 24hrs B2, Bnip3, 14.58, , 
0114, UNKN, 24hrs B2, Bnip3, 14.67, , 
0115, UNKN, 6hrs D2, Bnip3, 14.05, , 
0116, UNKN, 6hrs D2, Bnip3, 14.16, , 
0117, UNKN, 6hrs D2, Bnip3, 14.18, , 
0118, UNKN, Water, Bnip3, , , 1
0119, UNKN, Water, Bnip3, , , 1
0120, UNKN, Water, Bnip3, , , 1
0121, UNKN, 3 Days C3, Bnip3, 16.01, , 
0122, UNKN, 3 Days C3, Bnip3, 16.00, , 
0123, UNKN, 3 Days C3, Bnip3, 16.00, , 
0124, UNKN, 8 Days C2, Bnip3, 14.78, , 
0125, UNKN, 8 Days C2, Bnip3, 14.81, , 
0126, UNKN, 8 Days C2, Bnip3, 14.77, , 
0127, UNKN, 6hrs B4, Bnip3, 15.97, , 
0128, UNKN, 6hrs B4, Bnip3, 16.06, , 
0129, UNKN, 6hrs B4, Bnip3, 16.03, , 
0130, UNKN, 6hrs C2, Bnip3, 14.97, , 
0131, UNKN, 6hrs C2, Bnip3, 15.05, , 
0132, UNKN, 6hrs C2, Bnip3, 14.96, , 
0133, UNKN, 24hrs D1, Bnip3, 16.74, , 
0134, UNKN, 24hrs D1, Bnip3, 16.76, , 
0135, UNKN, 24hrs D1, Bnip3, 16.78, , 
0136, UNKN, 24hrs C1, Bnip3, 15.24, , 
0137, UNKN, 24hrs C1, Bnip3, 15.37, , 
0138, UNKN, 24hrs C1, Bnip3, 15.32, , 
0139, UNKN, 3 Days B4, Bnip3, 14.84, , 
0140, UNKN, 3 Days B4, Bnip3, 14.87, , 
0141, UNKN, 3 Days B4, Bnip3, 14.95, , 
0142, UNKN, 3 Days D2, Bnip3, 15.72, , 
0143, UNKN, 3 Days D2, Bnip3, 15.82, , 
0144, UNKN, 3 Days D2, Bnip3, 15.77, , 
0145, UNKN, 6hrs A3, Bnip3I, 17.90, , 
0146, UNKN, 6hrs A3, Bnip3I, 17.98, , 
0147, UNKN, 6hrs A3, Bnip3I, 18.03, , 
0148, UNKN, 24hrs A4, Bnip3I, 16.12, , 
0149, UNKN, 24hrs A4, Bnip3I, 16.17, , 
0150, UNKN, 24hrs A4, Bnip3I, 16.14, , 
0151, UNKN, 8 Days D4, Bnip3I, 16.40, , 
0152, UNKN, 8 Days D4, Bnip3I, 16.42, , 
0153, UNKN, 8 Days D4, Bnip3I, 16.57, , 
0154, UNKN, 8 Days B1, Bnip3I, 16.35, , 
0155, UNKN, 8 Days B1, Bnip3I, 16.29, , 
0156, UNKN, 8 Days B1, Bnip3I, 16.35, , 
0157, UNKN, 3 Days A1, Bnip3I, 15.94, , 
0158, UNKN, 3 Days A1, Bnip3I, 16.20, , 
0159, UNKN, 3 Days A1, Bnip3I, 16.00, , 
0160, UNKN, 24hrs B2, Bnip3I, 15.19, , 
0161, UNKN, 24hrs B2, Bnip3I, 15.08, , 
0162, UNKN, 24hrs B2, Bnip3I, 15.02, , 
0163, UNKN, 6hrs D2, Bnip3I, 14.42, , 
0164, UNKN, 6hrs D2, Bnip3I, 14.55, , 
0165, UNKN, 6hrs D2, Bnip3I, 14.41, , 
0166, UNKN, Water, Bnip3I, , , 1
0167, UNKN, Water, Bnip3I, , , 1
0168, UNKN, Water, Bnip3I, , , 1
0169, UNKN, 3 Days C3, Bnip3I, 16.35, , 
0170, UNKN, 3 Days C3, Bnip3I, 16.31, , 
0171, UNKN, 3 Days C3, Bnip3I, 16.56, , 
0172, UNKN, 8 Days C2, Bnip3I, 15.16, , 
0173, UNKN, 8 Days C2, Bnip3I, 15.20, , 
0174, UNKN, 8 Days C2, Bnip3I, 14.96, , 
0175, UNKN, 6hrs B4, Bnip3I, 16.27, , 
0176, UNKN, 6hrs B4, Bnip3I, 16.28, , 
0177, UNKN, 6hrs B4, Bnip3I, 16.34, , 
0178, UNKN, 6hrs C2, Bnip3I, 15.20, , 
0179, UNKN, 6hrs C2, Bnip3I, 15.22, , 
0180, UNKN, 6hrs C2, Bnip3I, 15.31, , 
0181, UNKN, 24hrs D1, Bnip3I, 17.47, , 
0182, UNKN, 24hrs D1, Bnip3I, 17.44, , 
0183, UNKN, 24hrs D1, Bnip3I, 17.54, , 
0184, UNKN, 24hrs C1, Bnip3I, 15.45, , 
0185, UNKN, 24hrs C1, Bnip3I, 15.51, , 
0186, UNKN, 24hrs C1, Bnip3I, 15.51, , 
0187, UNKN, 3 Days B4, Bnip3I, 15.10, , 
0188, UNKN, 3 Days B4, Bnip3I, 15.13, , 
0189, UNKN, 3 Days B4, Bnip3I, 15.20, , 
0190, UNKN, 3 Days D2, Bnip3I, 16.30, , 
0191, UNKN, 3 Days D2, Bnip3I, 16.28, , 
0192, UNKN, 3 Days D2, Bnip3I, 16.61, , 
0193, UNKN, 6hrs A3, Car2, 16.99, , 
0194, UNKN, 6hrs A3, Car2, 17.01, , 
0195, UNKN, 6hrs A3, Car2, 17.06, , 
0196, UNKN, 24hrs A4, Car2, 15.05, , 
0197, UNKN, 24hrs A4, Car2, 14.96, , 
0198, UNKN, 24hrs A4, Car2, 15.00, , 
0199, UNKN, 8 Days D4, Car2, 15.12, , 
0200, UNKN, 8 Days D4, Car2, 15.00, , 
0201, UNKN, 8 Days D4, Car2, 15.18, , 
0202, UNKN, 8 Days B1, Car2, 14.84, , 
0203, UNKN, 8 Days B1, Car2, 14.86, , 
0204, UNKN, 8 Days B1, Car2, 14.85, , 
0205, UNKN, 3 Days A1, Car2, 14.62, , 
0206, UNKN, 3 Days A1, Car2, 14.72, , 
0207, UNKN, 3 Days A1, Car2, 14.75, , 
0208, UNKN, 24hrs B2, Car2, 13.64, , 
0209, UNKN, 24hrs B2, Car2, 13.93, , 
0210, UNKN, 24hrs B2, Car2, 13.93, , 
0211, UNKN, 6hrs D2, Car2, 13.59, , 
0212, UNKN, 6hrs D2, Car2, 13.74, , 
0213, UNKN, 6hrs D2, Car2, 13.74, , 
0214, UNKN, Water, Car2, 38.10, , 
0215, UNKN, Water, Car2, 23.00, , 
0216, UNKN, Water, Car2, 20.36, , 
0217, UNKN, 3 Days C3, Car2, 15.05, , 
0218, UNKN, 3 Days C3, Car2, 15.05, , 
0219, UNKN, 3 Days C3, Car2, 14.94, , 
0220, UNKN, 8 Days C2, Car2, 13.96, , 
0221, UNKN, 8 Days C2, Car2, 14.07, , 
0222, UNKN, 8 Days C2, Car2, 14.09, , 
0223, UNKN, 6hrs B4, Car2, 15.60, , 
0224, UNKN, 6hrs B4, Car2, 15.62, , 
0225, UNKN, 6hrs B4, Car2, 15.49, , 
0226, UNKN, 6hrs C2, Car2, 14.26, , 
0227, UNKN, 6hrs C2, Car2, 14.37, , 
0228, UNKN, 6hrs C2, Car2, 14.35, , 
0229, UNKN, 24hrs D1, Car2, 16.44, , 
0230, UNKN, 24hrs D1, Car2, 16.42, , 
0231, UNKN, 24hrs D1, Car2, 16.43, , 
0232, UNKN, 24hrs C1, Car2, 14.42, , 
0233, UNKN, 24hrs C1, Car2, 14.49, , 
0234, UNKN, 24hrs C1, Car2, 14.52, , 
0235, UNKN, 3 Days B4, Car2, 13.96, , 
0236, UNKN, 3 Days B4, Car2, 14.12, , 
0237, UNKN, 3 Days B4, Car2, 14.00, , 
0238, UNKN, 3 Days D2, Car2, 15.12, , 
0239, UNKN, 3 Days D2, Car2, 15.15, , 
0240, UNKN, 3 Days D2, Car2, 15.38, , 
0241, UNKN, 6hrs A3, Cat,  5.95, , 
0242, UNKN, 6hrs A3, Cat,  6.99, , 
0243, UNKN, 6hrs A3, Cat, , , 1
0244, UNKN, 24hrs A4, Cat,  9.13, , 
0245, UNKN, 24hrs A4, Cat, , , 1
0246, UNKN, 24hrs A4, Cat,  8.76, , 
0247, UNKN, 8 Days D4, Cat,  6.90, , 
0248, UNKN, 8 Days D4, Cat,  6.71, , 
0249, UNKN, 8 Days D4, Cat,  6.71, , 
0250, UNKN, 8 Days B1, Cat,  7.74, , 
0251, UNKN, 8 Days B1, Cat,  6.41, , 
0252, UNKN, 8 Days B1, Cat, , , 1
0253, UNKN, 3 Days A1, Cat, , , 1
0254, UNKN, 3 Days A1, Cat, , , 1
0255, UNKN, 3 Days A1, Cat, , , 1
0256, UNKN, 24hrs B2, Cat,  7.63, , 
0257, UNKN, 24hrs B2, Cat,  6.86, , 
0258, UNKN, 24hrs B2, Cat, , , 1
0259, UNKN, 6hrs D2, Cat,  8.84, , 
0260, UNKN, 6hrs D2, Cat,  7.40, , 
0261, UNKN, 6hrs D2, Cat, , , 1
0262, UNKN, Water, Cat, , , 1
0263, UNKN, Water, Cat,  3.39, , 
0264, UNKN, Water, Cat,  3.59, , 
0265, UNKN, 3 Days C3, Cat,  5.88, , 
0266, UNKN, 3 Days C3, Cat,  6.84, , 
0267, UNKN, 3 Days C3, Cat,  5.87, , 
0268, UNKN, 8 Days C2, Cat,  5.44, , 
0269, UNKN, 8 Days C2, Cat,  5.77, , 
0270, UNKN, 8 Days C2, Cat, , , 1
0271, UNKN, 6hrs B4, Cat,  6.69, , 
0272, UNKN, 6hrs B4, Cat, , , 1
0273, UNKN, 6hrs B4, Cat,  8.49, , 
0274, UNKN, 6hrs C2, Cat, , , 1
0275, UNKN, 6hrs C2, Cat, , , 1
0276, UNKN, 6hrs C2, Cat,  7.89, , 
0277, UNKN, 24hrs D1, Cat,  7.23, , 
0278, UNKN, 24hrs D1, Cat,  8.07, , 
0279, UNKN, 24hrs D1, Cat, , , 1
0280, UNKN, 24hrs C1, Cat, , , 1
0281, UNKN, 24hrs C1, Cat, , , 1
0282, UNKN, 24hrs C1, Cat, , , 1
0283, UNKN, 3 Days B4, Cat,  6.72, , 
0284, UNKN, 3 Days B4, Cat, , , 1
0285, UNKN, 3 Days B4, Cat, , , 1
0286, UNKN, 3 Days D2, Cat,  6.52, , 
0287, UNKN, 3 Days D2, Cat, , , 1
0288, UNKN, 3 Days D2, Cat,  8.86, , 
0289, UNKN, 6hrs A3, Cp, , , 1
0290, UNKN, 6hrs A3, Cp, , , 1
0291, UNKN, 6hrs A3, Cp, , , 1
0292, UNKN, 24hrs A4, Cp, , , 1
0293, UNKN, 24hrs A4, Cp, , , 1
0294, UNKN, 24hrs A4, Cp, , , 1
0295, UNKN, 8 Days D4, Cp, , , 1
0296, UNKN, 8 Days D4, Cp, , , 1
0297, UNKN, 8 Days D4, Cp, , , 1
0298, UNKN, 8 Days B1, Cp, , , 1
0299, UNKN, 8 Days B1, Cp, , , 1
0300, UNKN, 8 Days B1, Cp, , , 1
0301, UNKN, 3 Days A1, Cp, , , 1
0302, UNKN, 3 Days A1, Cp, , , 1
0303, UNKN, 3 Days A1, Cp, , , 1
0304, UNKN, 24hrs B2, Cp, , , 1
0305, UNKN, 24hrs B2, Cp, , , 1
0306, UNKN, 24hrs B2, Cp, , , 1
0307, UNKN, 6hrs D2, Cp, , , 1
0308, UNKN, 6hrs D2, Cp, , , 1
0309, UNKN, 6hrs D2, Cp, , , 1
0310, UNKN, Water, Cp, , , 1
0311, UNKN, Water, Cp, , , 1
0312, UNKN, Water, Cp, , , 1
0313, UNKN, 3 Days C3, Cp, , , 1
0314, UNKN, 3 Days C3, Cp, , , 1
0315, UNKN, 3 Days C3, Cp, , , 1
0316, UNKN, 8 Days C2, Cp, , , 1
0317, UNKN, 8 Days C2, Cp, , , 1
0318, UNKN, 8 Days C2, Cp, , , 1
0319, UNKN, 6hrs B4, Cp, , , 1
0320, UNKN, 6hrs B4, Cp, , , 1
0321, UNKN, 6hrs B4, Cp, , , 1
0322, UNKN, 6hrs C2, Cp, , , 1
0323, UNKN, 6hrs C2, Cp, , , 1
0324, UNKN, 6hrs C2, Cp, , , 1
0325, UNKN, 24hrs D1, Cp, , , 1
0326, UNKN, 24hrs D1, Cp, , , 1
0327, UNKN, 24hrs D1, Cp, , , 1
0328, UNKN, 24hrs C1, Cp, , , 1
0329, UNKN, 24hrs C1, Cp, , , 1
0330, UNKN, 24hrs C1, Cp, , , 1
0331, UNKN, 3 Days B4, Cp, , , 1
0332, UNKN, 3 Days B4, Cp, , , 1
0333, UNKN, 3 Days B4, Cp, , , 1
0334, UNKN, 3 Days D2, Cp, , , 1
0335, UNKN, 3 Days D2, Cp, , , 1
0336, UNKN, 3 Days D2, Cp, , , 1
0337, UNKN, 6hrs A3, Dppa5a, 25.08, , 
0338, UNKN, 6hrs A3, Dppa5a, 24.02, , 
0339, UNKN, 6hrs A3, Dppa5a, 25.11, , 
0340, UNKN, 24hrs A4, Dppa5a, 24.18, , 
0341, UNKN, 24hrs A4, Dppa5a, 25.17, , 
0342, UNKN, 24hrs A4, Dppa5a, 23.86, , 
0343, UNKN, 8 Days D4, Dppa5a, 24.68, , 
0344, UNKN, 8 Days D4, Dppa5a, 23.33, , 
0345, UNKN, 8 Days D4, Dppa5a, 24.77, , 
0346, UNKN, 8 Days B1, Dppa5a, 22.90, , 
0347, UNKN, 8 Days B1, Dppa5a, 22.86, , 
0348, UNKN, 8 Days B1, Dppa5a, 23.52, , 
0349, UNKN, 3 Days A1, Dppa5a, 23.34, , 
0350, UNKN, 3 Days A1, Dppa5a, 24.39, , 
0351, UNKN, 3 Days A1, Dppa5a, 23.82, , 
0352, UNKN, 24hrs B2, Dppa5a, 22.80, , 
0353, UNKN, 24hrs B2, Dppa5a, 23.32, , 
0354, UNKN, 24hrs B2, Dppa5a, 22.28, , 
0355, UNKN, 6hrs D2, Dppa5a, 24.01, , 
0356, UNKN, 6hrs D2, Dppa5a, 25.13, , 
0357, UNKN, 6hrs D2, Dppa5a, 23.75, , 
0358, UNKN, Water, Dppa5a, 38.49, , 
0359, UNKN, Water, Dppa5a, 27.85, , 
0360, UNKN, Water, Dppa5a, 24.64, , 
0361, UNKN, 3 Days C3, Dppa5a, 24.99, , 
0362, UNKN, 3 Days C3, Dppa5a, 24.50, , 
0363, UNKN, 3 Days C3, Dppa5a, 25.50, , 
0364, UNKN, 8 Days C2, Dppa5a, 24.54, , 
0365, UNKN, 8 Days C2, Dppa5a, 24.54, , 
0366, UNKN, 8 Days C2, Dppa5a, 23.62, , 
0367, UNKN, 6hrs B4, Dppa5a, 23.79, , 
0368, UNKN, 6hrs B4, Dppa5a, 23.74, , 
0369, UNKN, 6hrs B4, Dppa5a, 23.71, , 
0370, UNKN, 6hrs C2, Dppa5a, 24.45, , 
0371, UNKN, 6hrs C2, Dppa5a, 24.47, , 
0372, UNKN, 6hrs C2, Dppa5a, 23.53, , 
0373, UNKN, 24hrs D1, Dppa5a, 24.12, , 
0374, UNKN, 24hrs D1, Dppa5a, 23.99, , 
0375, UNKN, 24hrs D1, Dppa5a, 24.80, , 
0376, UNKN, 24hrs C1, Dppa5a, 23.89, , 
0377, UNKN, 24hrs C1, Dppa5a, 24.99, , 
0378, UNKN, 24hrs C1, Dppa5a, 24.90, , 
0379, UNKN, 3 Days B4, Dppa5a, 23.72, , 
0380, UNKN, 3 Days B4, Dppa5a, 23.98, , 
0381, UNKN, 3 Days B4, Dppa5a, 23.91, , 
0382, UNKN, 3 Days D2, Dppa5a, 23.45, , 
0383, UNKN, 3 Days D2, Dppa5a, 22.91, , 
0384, UNKN, 3 Days D2, Dppa5a, 23.65, , 
0385, UNKN, 6hrs A3, Egln1, 17.71, , 
0386, UNKN, 6hrs A3, Egln1, 17.70, , 
0387, UNKN, 6hrs A3, Egln1, 17.73, , 
0388, UNKN, 24hrs A4, Egln1, 16.80, , 
0389, UNKN, 24hrs A4, Egln1, 16.80, , 
0390, UNKN, 24hrs A4, Egln1, 16.86, , 
0391, UNKN, 8 Days D4, Egln1, 16.67, , 
0392, UNKN, 8 Days D4, Egln1, 16.68, , 
0393, UNKN, 8 Days D4, Egln1, 16.72, , 
0394, UNKN, 8 Days B1, Egln1, 16.68, , 
0395, UNKN, 8 Days B1, Egln1, 16.66, , 
0396, UNKN, 8 Days B1, Egln1, 16.68, , 
0397, UNKN, 3 Days A1, Egln1, 16.24, , 
0398, UNKN, 3 Days A1, Egln1, 16.38, , 
0399, UNKN, 3 Days A1, Egln1, 16.59, , 
0400, UNKN, 24hrs B2, Egln1, 16.36, , 
0401, UNKN, 24hrs B2, Egln1, 16.56, , 
0402, UNKN, 24hrs B2, Egln1, 16.91, , 
0403, UNKN, 6hrs D2, Egln1, 16.42, , 
0404, UNKN, 6hrs D2, Egln1, 16.37, , 
0405, UNKN, 6hrs D2, Egln1, 16.42, , 
0406, UNKN, Water, Egln1, , , 1
0407, UNKN, Water, Egln1, 22.91, , 
0408, UNKN, Water, Egln1, 21.31, , 
0409, UNKN, 3 Days C3, Egln1, 16.48, , 
0410, UNKN, 3 Days C3, Egln1, 16.43, , 
0411, UNKN, 3 Days C3, Egln1, 16.46, , 
0412, UNKN, 8 Days C2, Egln1, 16.36, , 
0413, UNKN, 8 Days C2, Egln1, 16.34, , 
0414, UNKN, 8 Days C2, Egln1, 16.49, , 
0415, UNKN, 6hrs B4, Egln1, 16.78, , 
0416, UNKN, 6hrs B4, Egln1, 17.14, , 
0417, UNKN, 6hrs B4, Egln1, 16.89, , 
0418, UNKN, 6hrs C2, Egln1, 16.60, , 
0419, UNKN, 6hrs C2, Egln1, 16.60, , 
0420, UNKN, 6hrs C2, Egln1, 16.58, , 
0421, UNKN, 24hrs D1, Egln1, 17.18, , 
0422, UNKN, 24hrs D1, Egln1, 17.25, , 
0423, UNKN, 24hrs D1, Egln1, 17.29, , 
0424, UNKN, 24hrs C1, Egln1, 16.64, , 
0425, UNKN, 24hrs C1, Egln1, 16.67, , 
0426, UNKN, 24hrs C1, Egln1, 16.68, , 
0427, UNKN, 3 Days B4, Egln1, 16.81, , 
0428, UNKN, 3 Days B4, Egln1, 17.14, , 
0429, UNKN, 3 Days B4, Egln1, 17.04, , 
0430, UNKN, 3 Days D2, Egln1, 17.03, , 
0431, UNKN, 3 Days D2, Egln1, 17.13, , 
0432, UNKN, 3 Days D2, Egln1, 16.89, , 
0433, UNKN, 6hrs A3, Egln2, 20.24, , 
0434, UNKN, 6hrs A3, Egln2, 20.34, , 
0435, UNKN, 6hrs A3, Egln2, 19.91, , 
0436, UNKN, 24hrs A4, Egln2, 18.93, , 
0437, UNKN, 24hrs A4, Egln2, 18.91, , 
0438, UNKN, 24hrs A4, Egln2, 19.02, , 
0439, UNKN, 8 Days D4, Egln2, 19.17, , 
0440, UNKN, 8 Days D4, Egln2, 19.18, , 
0441, UNKN, 8 Days D4, Egln2, 19.56, , 
0442, UNKN, 8 Days B1, Egln2, 19.10, , 
0443, UNKN, 8 Days B1, Egln2, 19.27, , 
0444, UNKN, 8 Days B1, Egln2, 19.47, , 
0445, UNKN, 3 Days A1, Egln2, 18.54, , 
0446, UNKN, 3 Days A1, Egln2, 18.69, , 
0447, UNKN, 3 Days A1, Egln2, 18.84, , 
0448, UNKN, 24hrs B2, Egln2, 17.15, , 
0449, UNKN, 24hrs B2, Egln2, 17.50, , 
0450, UNKN, 24hrs B2, Egln2, 18.14, , 
0451, UNKN, 6hrs D2, Egln2, 17.13, , 
0452, UNKN, 6hrs D2, Egln2, 17.21, , 
0453, UNKN, 6hrs D2, Egln2, 17.39, , 
0454, UNKN, Water, Egln2, 35.69, , 
0455, UNKN, Water, Egln2, 12.63, , 
0456, UNKN, Water, Egln2, 11.19, , 
0457, UNKN, 3 Days C3, Egln2, 18.54, , 
0458, UNKN, 3 Days C3, Egln2, 18.53, , 
0459, UNKN, 3 Days C3, Egln2, 18.21, , 
0460, UNKN, 8 Days C2, Egln2, 17.49, , 
0461, UNKN, 8 Days C2, Egln2, 17.60, , 
